brewery_name,address,categories,city,country,zip_code,state,Name,lat,long
Richard's Grocery,71 Johnson Ave,"Beer & Wine Stores, Fishing Tackle & Supplies, Brewery",Plattsburgh,US,12901,NY,New York,44.6847115,-73.4535674
Roanoke Vineyards Inc,3543 Sound Ave,"Vineyards, Vineyard, Wholesalers, Brewers, Wineries",Riverhead,US,11901,NY,New York,40.968098,-72.694679
Robert Reid,4408 Riverview Rd,"Brewerton, NY, Medical Equipment & Device, Medical, Dental, and Hospital Equipment and Supplies, Brewerton Wholesale Physicians and Surgeons Equipment and Supplies",Brewerton,US,13029-9754,NY,New York,,
Robibero Winery,714 Albany Post Rd,"Vineyards, Brewers, Wineries",Newpaltz,US,12561,NY,New York,41.714938,-74.161256
Rock On Masonry Inc,6158 Mud Mill Rd,"Brewerton, NY, Building & Construction, Masonry, Stone Setting, and Other Stone Work, Brewerton Masonry Contractors",Brewerton,US,13029-9651,NY,New York,,
Rock Stream Vineyards,162 Fir Tree Pt Rd,"Brewers, Wineries",Rockstream,US,14878,NY,New York,42.472325,-76.919089
Rockaway Brewing Co.,46 01 5th St,Brewery,Long Island City,US,11101,NY,New York,,
Rogue's Harbor Inn,2079 E Shore Drivelocated In Lansing 5 Miles From,Brewers,Ithaca,US,14882,NY,New York,42.595279,-76.571941
"Rogues' Harbor Inn, Restaurant & Brewing, Rogues' Harbor Inn Restaurant & Brewing",2079 E Shore Dr,"American Restaurant, Bed Breakfast, and Brewery",Ithaca,US,14882,NY,New York,,
Rohr Bach Brewing Company,97 Railroad St,"Beer & Ale-Wholesale & Manufacturers, Beverages, Caterers, Brew Pubs, Restaurants, Beer & Ale, Brewery",Rochester,US,14609,NY,New York,43.16338,-77.58712
Rookie's Sports Bar,405 Central Ave,"breweries & brew pubs, cocktail lounges, bar & grill restaurants, cocktail lounge restaurants, Dunkirk,  NY, Restaurants & Bars, Bars / Taverns, Bars",Dunkirk,US,14048-2106,NY,New York,,
Rooster Fish Brewing Tasting Room and Beer Garden,109 111 N Franklin St,"Brewery, Souvenir Shop",Watkins Glen,US,14891,NY,New York,,
Rough Kutts,15 Park St,"breweries & brew pubs, bar & grill restaurants, South Dayton,  NY, Restaurants & Bars, Bars / Taverns, Pubs",S Dayton,US,14138-9632,NY,New York,,
Route 9 Discount Beverages,1890 South Rd,Micro-Breweries,Poughkeepsie,US,12601,NY,New York,,
Royal Kedem Wine Corp,1519 Route 9w,"Brewers, Wineries",Marlboro,US,12542,NY,New York,41.624859,-73.968739
Ruckus Brewing Co,261 W 35th St,"Marketing Sales, Breweries",New York,US,10001,NY,New York,40.752757,-73.992332
Rushing Duck Brewing Co,1 Battiato Ln,"Terrazzo, Home, Terrazzo, Tile, Marble, and Mosaic Work, Tile-Ceramic-Contractors and Dealers, contractor, Construction Special Trade Contractors, Ceramic floor tile installation, Floor Laying and Other Floor Work,  Tile, Chester, NY, Chester, floor, Floor laying and floor work, Brewers, Building & Construction,  and Mosaic Work, laying, Floor Contractors and Builders, construction,  Marble,  NY,  NEC, Chester Tile-Ceramic-Contractors and Dealers",Chester,US,10918,NY,New York,41.362294,-74.270974
Russell Family,114 Hill Top Rd,"Beverage Manufacturers, Flavoring Extract Manufacturers, Breweries",Rhinebeck,US,12572,NY,New York,41.921279,-73.846127
S S Steiner Inc,655 Madison Ave,Brewer Equipment Supplies & Services,New York,US,10065,NY,New York,40.764348,-73.970655
Sam The Beer Man,1164,"Caterers, Beer & Ale Retail, Breweries, Beer & Ale Distributors, Beverage Dispensing Equipment Supplies & Repair",Binghamton,US,13905,NY,New York,42.151117,-75.898429
Sand City Brewing Company,60 Main St,Brewery,Northport,US,11768,NY,New York,,
Saranac Brewery (f.x. Matt Brewing Co.),830 Varick St,"Brewery, Brewery West Utica",Utica,US,13502,NY,New York,43.10337489,-75.24469576
Sassy Pole Girls,1 Broadway,"Entertainers, Fitness Activities, Liquor Stores, Brewers, Wineries, Wedding Planners, Costumes, Bridal Shops, Personal Trainers, Fitness Apparel, Fitness Equipment, Interior Decoration & Design, Adult and Continuing Education, Adult Entertainment",New York,US,10004,NY,New York,40.704949,-74.014093
Scale House Brewery,23 Cinema Dr,"Restaurants, Brewers, Bars & Pubs, Brew Pubs",Ithaca,US,14850,NY,New York,42.47967,-76.47839
Scoreboard Saloon The,29 124th St,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Cocktail Lounge Restaurants, recreation, food and drink",Troy,US,12182-2019,NY,New York,42.784866,-73.669947
Scuttlebutt Tavern,3355 Merrick Rd,"Bars, Bars & Clubs, Restaurant, food and drink, Restaurants, Breweries & Brew Pubs, Beer Taverns & Pubs, recreation, Bar & Grills, Food & Entertainment, Taverns, Bar & Grill Restaurants",Wantagh,US,11793-4315,NY,New York,40.66487,-73.50658
Seneca Shore Wine Cellars,929 Davy Rd,"Wineries, Vineyards, Brewers",Pennyan,US,14527,NY,New York,42.714324,-76.970107
Shalestone Vineyards,9681 Ny 414,"Brewers, Wineries",Lodi,US,14860,NY,New York,42.558858,-76.864573
Sharpie Marker,2505 Coomer Rd,"Brewery, Ny>brewery",Burt,US,14028,NY,New York,43.29354898,-78.739286
Shear Perfection,9461 Birch Tree Rd,Brewerton Restaurants,Brewerton,US,13029,NY,New York,43.227611,-76.146674
Sheldrake Point Winery Llc,7448 County Road 153,"Wineries, Vineyards, Brewers",Ovid,US,14521,NY,New York,42.663905,-76.700835
Shelter Island Craft Brewery,55 N Ferry Rd,Brewery,Shelter Island,US,11964,NY,New York,,
Shmaltz Brewing Company,6 Fairchild Sq,Brewery,Clifton Park,US,12065,NY,New York,42.9010872,-73.7923336
Singer Mattydale Sew Center,9075 Mud Mill Rd,"Brewerton, NY, Shopping & Stores, Sewing, Needlework, and Piece Goods Stores, Brewerton Sewing Supplies, Brewerton,  NY, Sewing,  Needlework,  and Piece Goods Stores",Brewerton,US,13029-8723,NY,New York,,
Singlecut Beersmiths,19 33 37th St,"Other Food & Drink, Food & Drink, Brewery, Bar, and Beer Garden Astoria, Brewery, Bar, and Beer Garden",Astoria,US,11105,NY,New York,40.778313,-73.9017
Skewed Brewing,21182 Salmon Run Mall Loop W,"Gastropub, Brewery, Gastropub and Brewery",Watertown,US,13601,NY,New York,,
Sky Garden @ Spa Castle,131 10 11th Ave,"Brewery College Point, Korean Restaurant College Point",College Point,US,11356,NY,New York,,
Slomba's Tavern,75 Rodney Ave,"breweries & brew pubs, bar & grill restaurants, Buffalo, NY, Restaurants & Bars, Bars / Taverns, Buffalo Pubs, Bars & Pubs, Bars & Clubs, Taverns",Buffalo,US,14214-2137,NY,New York,42.935976,-78.840737
Sloop Brewing,27 Wilson Blvd,Brewers,Poughkeepsie,US,12603,NY,New York,41.689204,-73.9121
Slow Train Brewing Co.,132 Marisa Cir,"Staten Island, NY, Beverages, Malt Beverages, Staten Island Brewers, Staten Island,  NY",Staten Island,US,10309-2054,NY,New York,,
Snidely's,120 Vestal Ave,"Breweries & Brew Pubs, Bar & Grill Restaurants",Endicott,US,13760-4918,NY,New York,,
Sound Choice Audio,9449 Woodlawn Dr,"Brewerton, NY, Shopping & Stores, Miscellaneous Retail Stores, NEC, Brewerton Audio-Visual Equipment and Supplies",Brewerton,US,13029-9724,NY,New York,,
Southampton Publick House,40 Bowden Sq,"Restaurant, Brewery and Bar, Brewery, Bar",Southampton,US,11968,NY,New York,40.89030833,-72.39275889
Starbucks,145 3RD E Ave (at 15th St),"Coffee Shop, Brewery",New York,US,10003,NY,New York,40.73398952,-73.98688543
Starkey's Lookout,5428 State Route 14,"Brewery, Winery",Dundee,US,14837,NY,New York,,
Steuben Brewing Co,10286 Judson Rd,"Brewers, Brewery",Hammondsport,US,14840,NY,New York,42.500828,-77.18794
"Stoneyard Brewing Co, Stoneyard Brewing Company",1 Main St,"Pub, Brewery, and American Restaurant",Brockport,US,14420,NY,New York,43.21646732,-77.93769836
Stop 'n Save Beverage,73 E Main St,"Shopping & Stores, liquor & beverages, beer, food and drink, ale, East Islip, Brewery, Liquor Stores, recreation, Food & Entertainment",E Islip,US,11730,NY,New York,40.731715,-73.188145
Stout Beard Brewing Co Llc,604 Elm St,Brewers,Rome,US,13440,NY,New York,43.223659,-75.461062
Stouthearted Brewing,2075 E Shore Dr,Brewers,Lansing,US,14882,NY,New York,42.536803,-76.505898
Stoutridge Vineyard,10 Ann Kaley Ln,"Vineyards, Brewers",Marlboro,US,12542,NY,New York,41.614143,-73.982299
Strong Rope Brewery,574 President St,Brewery,Brooklyn,US,11215,NY,New York,40.67685067,-73.9839872
Sunset Hydroponics & Home Brewing Llc,3530 Erie Blvd E,"Syracuse Brewers, Syracuse, Beverages, Malt Beverages, Food Products & Condiments,  NY, Syracuse, NY",Syracuse,US,13214-1712,NY,New York,,
Sunset Hydroponics-hm Brewing,15 Broadway Mall,"Brewers, Hydroponics",Hornell,US,14843,NY,New York,42.324684,-77.661278
Superior Beer Pipe Cleaning - Hub,68 Prospect Hill Rd,"Sports Bars & Lounges, Bars & Clubs, Restaurants, Pubs, Bars & Pubs, Bars & Lounges, Sports Bars, Beer Brewing Equipment & Supplies, Beer Pubs & Taverns, Bars & Grills, Food And Dining, Cocktail Lounges & Bars, Beverage Manufacturers, Brew Pubs, Crafts & Hobbies, Brewer Equipment Supplies & Services, Grill Restaurants, Bar, Home Brewers, Beer Line Cleaning & Repair",Clinton Corners,US,12514,NY,New York,41.870388,-73.759789
Swiftwater Brewing,378 Mount Hope Ave,Brewery,Rochester,US,14620,NY,New York,43.14246978,-77.61180653
Syracuse District Golf Association,6427 Long Point Rd,"Brewerton, NY, Associations/Non-Profits, Membership Organizations, NEC, Brewerton Membership Organizations, Nec",Brewerton,US,13029-8628,NY,New York,,
Syracuse Suds Factory,320 S Clinton St,"Brewery, Bar, Sports Bar",Syracuse,US,13202,NY,New York,43.04807888,-76.15380406
Syracuse Utilities Inc,9583 Brewerton Rd,"Drilling & Boring Contractors, Utility Contractors, General Contractors, Water Well Drilling & Pump Contractors, Consumer Services, Consumer Services Other, Brewerton,  NY, Building & Construction, Water,  Sewer,  Pipeline,  and Communications and Power Line Construction, Brewerton Telephone and Communication Line Construction",Brewerton,US,13029,NY,New York,43.23,-76.14
Tastefully Simple,9449 Chalkstone Course 18 11,"Brewerton, NY, Consumer Services, Direct Selling Establishments, Brewerton Direct Selling Establishments",Brewerton,US,13029-8759,NY,New York,,
Tavern On The Mall,14 Main St,"bar & grill restaurants, Bars & Clubs, Bars & Pubs, Restaurants, breweries & brew pubs, restaurants",Forestville,US,"14062-9802, 14062",NY,New York,42.467352,-79.176883
The Beer Diviner Tap Room and Market,15950 Ny Route 22,Brewery,Stephentown,US,12168,NY,New York,,
The Brewery @ Dutch Ale House,253 Main St,"Gastropub, Brewery, Gastropub and Brewery",Saugerties,US,12477,NY,New York,42.07764542,-73.95342971
The Brewery Bar & Kitchen,49 18 30th Ave,"Bar, Brewery",Woodside,US,11377,NY,New York,,
The Gluten Free Brewery,15 Beekman St,Brewery,Poughkeepsie,US,12601,NY,New York,,
The Good Shepherds Brewing Co.,31 Loop Rd,Brewery,Auburn,US,13021,NY,New York,,
The Lost Borough Brewing Co.,543 Atlantic Ave,Brewery,Rochester,US,14609,NY,New York,,
The North Brewery,110 Washington Ave,Brewery,Endicott,US,13760,NY,New York,42.10206991,-76.04818009
The Original Goodfella's Brick Oven Pizza,1718 Hylan Blvd,"Italian Restaurant, Pizza Place, Brewery, and Italian Restaurant, Brewery, Pizza Place, Brewery, and Italian Restaurant Dongan Hills, Pizza Place",Staten Island,US,10305,NY,New York,40.58688193,-74.09163987
The Ridge House,8006 W Ridge Rd,"Cocktail Lounges, Restaurant, Breweries & Brew Pubs, Cocktail Lounge Restaurants, Brockport Restaurants, Bar & Grill Restaurants",Brockport,US,"14420, 14420-1731",NY,New York,43.2294862,-77.9100983
The Ruck,104 3rd St,"Bar, Burger Joint, and Wings Joint, Breweries & Brew Pubs, Restaurants, Night Clubs, Taverns, Bars, Brew Pubs, Wings Joint, Aluminum, Bar, Bars-industrial, Burger Joint, Bar & Grills, Bar & Grill Restaurants",Troy,US,12180,NY,New York,42.728477,-73.690895
The Wine Tent At The Lilac Festival,Highland Park,Brewery,Rochester,US,14620,NY,New York,,
Three Heads Brewing,186 Atlantic Ave,Brewery,Rochester,US,14607,NY,New York,,
Threes Brewing,333 Douglass St,"Brewery and Bar Boerum Hill, Brewery and Bar, Brewery, Bar",Brooklyn,US,11217,NY,New York,40.67993558,-73.9821105
Times Square Brewery,210 W 42nd St,Brewery,New York,US,10036,NY,New York,,
Tom's Pizza 2,420 Bay Ridge Pkwy,Brewery Bay Ridge,Brooklyn,US,11209,NY,New York,,
Torrey Ridge Winery,2770 State Route 14,"Wineries, Vineyards, Brewers",Pennyan,US,14527,NY,New York,42.628589,-76.948913
Transmitter Brewing,53 02 11th St,Brewery,Queens,US,11101,NY,New York,,
Treasure Isle R V Park,9680 Caughdenoy Rd,"Brewerton, NY, Travel & Leisure, Recreational Vehicle Parks and Campsites, Brewerton Campgrounds",Brewerton,US,13029-8709,NY,New York,,
Tribeca Tap House,363 Greenwich St,"American Restaurants, Restaurants, Pub, Brewery, Bar",New York,US,10013,NY,New York,40.719146,-74.010124
"Triboro Beverage, Tri-boro Beverage & Distribution Co",41 08 Astoria Blvd,Brewery Astoria,Astoria,US,11103,NY,New York,,
Tripend Brewing Llc,3027 Prutsman Rd,Brewers,Troupsburg,US,14885,NY,New York,42.089216,-77.562726
Twisted Rail Brewing Co,20 Pleasant St,"Food & Drink, Breweries, Wineries",Canandaigua,US,14424,NY,New York,42.88854,-77.278763
University Avenue Apartments,502 University Ave,"NY"">Brewery",Syracuse,US,13210,NY,New York,43.04508,-76.134689
"Upstate Brewing Company, Upstate Brewing Co.",3028 Lake Rd,"Brew Pubs, Restaurants, Brewery, Beer & Ale, Liquor Stores",Elmira,US,14903,NY,New York,42.13338,-76.8122
Urban Minute,366 Amsterdam Ave,"Shopping, Clothing, Apparel Stores, Travel Agencies, Party Rentals, Brewers, Wineries, Spas, Executive Search Firms, Party Planners, Stationery Stores, Taxis & Shuttles, Sports Clubs, Gift Shops, Golf Courses, Live Theatre",New York,US,10024,NY,New York,40.78,-73.98
Urban Oyster Brewed In Brooklyn Tour,Williamsburg,"General Entertainment, Brewery, and General Travel East Williamsburg",Brooklyn,US,,NY,New York,,
Valley Inn,8082 Olean Rd,"bar & grill restaurants, Bars, Caterers, Restaurants, hotels & motels, Restaurants & Bars, caterers, breweries & brew pubs, Bed & Breakfast & Inns, Holland, NY, Taverns",Holland,US,"14080, 14080-9714",NY,New York,42.661835,-78.55547
Ventosa Vineyard,3440 Rte 96a,"Wineries, Vineyards, Brewers",Geneva,US,14456,NY,New York,42.858703,-76.936038
Villa Bellangelo,150 Poplar Point Rd,"Vineyards, Vineyard, Winery, Brewers, Wineries",Dundee,US,14837,NY,New York,42.566533,-76.917698
Vital Signs,32 Us Rt 11,"Brewerton, NY, Advertising & Marketing, Signs and Advertising Specialties, Brewerton Sign Manufacturers",Brewerton,US,13029,NY,New York,,
W M Floors,9645 Linda Ave,"Brewerton, NY, Shopping & Stores, Floor Covering Stores, Brewerton Carpet and Rug Dealers, construction, layer, carpet",Brewerton,US,13029,NY,New York,43.237311,-76.138118
Wagner Vineyards,9322 State Route 414,"Beverages, Vineyard, Brewery, and Winery, Beer & Ale, Wineries, Liquor Stores, Fruit & Vegetable Growers & Shippers, Wine",Lodi,US,14860,NY,New York,42.572937,-76.85804
War Horse Brewery,623 Lerch Rd,Brewery and Bar,Geneva,US,14456,NY,New York,42.82313766,-76.9233942
Washington Tavern,250 Western Ave,"Bars & Clubs, Breweries & Brew Pubs, Restaurants, Bars & Pubs, Albany, Restaurants & Bars, Bar Pine Hills, Neighborhood Bars, Taverns, Bars / Taverns, Albany Pubs, Nightclubs, Bar,  NY, Bar & Grill Restaurants",Albany,US,12203,NY,New York,42.662262,-73.778651
Waters Crest Winery,22355 County Road 48,"Vineyards, Brewers, Wineries",Cutchogue,US,11935,NY,New York,41.028011,-72.497231
West Park Wine Cellars,25 Burroughs Dr,"Brewers, Wineries",Westpark,US,12493,NY,New York,41.796785,-73.971953
Westtown Brew Works,236 Schefflers Rd,Brewers,Westtown,US,10998,NY,New York,41.313313,-74.533804
Wicked Glen The,29 S Water St,"breweries & brew pubs, cocktail lounges, bar & grill restaurants, cocktail lounge restaurants, Restaurant, Gowanda,  NY, Restaurants & Bars, Bars / Taverns, Pubs, recreation, food and drink",Gowanda,US,14070-1455,NY,New York,42.462844,-78.935037
Wildflower Cafe & Crooked Rooster Brewpub,223 301 N Franklin St,"Pub, Brewery, American Restaurant",Watkins Glen,US,14891,NY,New York,42.38122579,-76.87393963
Winery,4616 18th Ave,"Wine Stores, Liquor Stores, Brewers, Wineries, Brooklyn,  NY, Shopping & Stores, Brooklyn Bottle Shops and Wine Stores",Brooklyn,US,11204,NY,New York,40.629796,-73.979781
Wolf Hollow Brewery,6882 Amsterdam Rd,"Breweries, Food & Drink",Glenville,US,12302,NY,New York,42.89281,-74.06663
Woodbury Vineyards,3215 S Roberts Rd,"Vineyards, Brewers, Wineries",Fredonia,US,14063,NY,New York,42.456374,-79.272575
Woodcock Brothers Brewing Company,638 Lake St,Brewery,Wilson,US,14172,NY,New York,43.29846905,-78.82543139
Wunderbar German Grill & Bierhaus,3710 11th St,"Restaurants, Long Island City Restaurants, Astoria, German / Bar & Grill, Food & Entertainment, Bars & Clubs, Bars & Pubs, Brewers, German",Long Island City,US,11101,NY,New York,40.759541,-73.940947
Yonkers Brewing Co,92 Main St,Brewery,Yonkers,US,10701,NY,New York,40.93476773,-73.90287817
Zahm & Nagel Co,210 Vermont St,"Holland, NY, Machinery & Equipment, Food Products Machinery, Holland Brewers' and Maltsters' Machinery, Holland,  NY, Brewers' and Maltsters' Machinery",Holland,US,14080-9735,NY,New York,,
840 Lounge,23 Collingwood Ave,"breweries & brew pubs, cocktail lounges, restaurants, bar & grill restaurants, Breweries & Brew Pubs, Cocktail Lounges, Restaurants, Bar & Grill Restaurants",Whitehall,US,43213-1701,OH,Ohio,,
97.1 The Fan,605 S,General Entertainment Brewery District,Columbus,US,43215,OH,Ohio,,
A R Whistle Stop,1215 Tuscarawas St W,"bar & grill restaurants, Bars, Restaurant, Restaurants, breweries & brew pubs, Taverns",Canton,US,"44702, 44702-2033",OH,Ohio,40.8006,-81.38612
Ace Spades,2511 Romig Rd,"breweries & brew pubs, bar & grill restaurants, Akron Restaurants, Rolling Acres, Akron,  OH, Restaurants & Bars, Restaurants, Akron Restaurant,  Family: Chain",Akron,US,44320-4108,OH,Ohio,,
Alcarr Lounge,1801 Tuscarawas St W,"bar & grill restaurants, Bars, Cocktail Lounges, cocktail lounges, Unclassified, Bars & Clubs, Restaurant, Bars & Pubs, Pub Food, breweries & brew pubs, Taverns",Canton,US,"44708-4936, 44708",OH,Ohio,40.8004,-81.39322
Alexandria���s,132 E Crawford St,"Restaurant, Gastropub, Pub, and Brewery",Findlay,US,45840,OH,Ohio,41.03788507,-83.64872728
AMPM Brewery,567 Mitchell Way Ct,"OH"">Brewery, OH>Brewery",Cincinnati,US,45238,OH,Ohio,39.10433467,-84.63166326
Arena Wine and Spirits,492 Armstrong St,"Liquor Stores, Brewery, Liquor Store, and Wine Shop Downtown Columbus",Columbus,US,43215,OH,Ohio,39.972256,-83.006035
Arepazo Tapas Bar Grill,515 S High St,Latin American Restaurant Brewery District,Columbus,US,43215,OH,Ohio,,
Ashland & Highland,5637 Woerner Temple Rd,"breweries & brew pubs, bar & grill restaurants, Restaurants",Dublin,US,43016-7188,OH,Ohio,40.08398,-83.14172
Avenue Pub,353 E Cuyahoga Falls Ave,"breweries & brew pubs, cocktail lounges, bar & grill restaurants, cocktail lounge restaurants, Akron Oh, Electrical, Storage Batteries, Akron Batteries Manufacturers",Akron,US,44310-2251,OH,Ohio,,
B & A Variety Store,3211 Prospect Ave E,"Soft Drinks Retail, Beverages Retail, breweries, beverage manufacturers",Cleveland,US,44115,OH,Ohio,41.501609,-81.664621
B & K Root Beer Drive In,2184 Manchester Rd,"food and drink, Restaurants, hotels & motels, breweries & brew pubs, recreation, restaurants, Snack Place and American Restaurant",Akron,US,"44314-1765, 44314",OH,Ohio,41.039302,-81.54651
B Bg's,40 S Meridian Rd,"Breweries & Brew Pubs, Bar & Grill Restaurants, recreation, food and drink",Youngstown,US,44509-2638,OH,Ohio,41.099571,-80.711147
Backstreet Grill and Pub - Elyria,656 Sugar Ln,"American, Pub Food, Burgers, Restaurant, Breweries & Brew Pubs, Bar & Grill Restaurants, Bars & Pubs, Bars & Clubs, Taverns",Elyria,US,44035,OH,Ohio,41.360467,-82.072844
Bad Tom Smith Brewing,4720 Eastern Ave,"Bars, Brew Pubs, Restaurants, Brewery, Beer & Ale, Liquor Stores",Cincinnati,US,45226,OH,Ohio,39.11976,-84.41839
Bada Bing On The Waterfront,47410 State Route 7,"Bars, American Restaurants, Restaurants, Tavern (Drinking Places), Breweries & Brew Pubs, Drinking Places (Alcoholic Beverages), Taverns, Bar & Grill Restaurants",New Matamoras,US,"45767-6124, 45767",OH,Ohio,39.469776,-81.11357
Bar The,312 W Main St,"Bars & Grills, Beer Taverns & Pubs, Breweries & Brew Pubs, Bar & Grill Restaurants, Pub Food, recreation, food and drink",Montpelier,US,43543,OH,Ohio,41.58642269,-84.61062566
Barcelona Restaurant & Bar,263 W Whittier St,"Columbus Restaurants, Brewery District, Mediterranean / Eclectic / Tapas",Columbus,US,43206,OH,Ohio,,-83.0064074
Barley's Brewing Company Ale House #1,467 N High St,"Gastropub, Brewery and Gastropub, Brewery, Brewery and Gastropub Short North",Columbus,US,43215,OH,Ohio,39.97189131,-83.00277677
Barons of Cleveland,724 Prospect Ave,"Cleveland Restaurants, Downtown, Restaurants, Bars & Clubs, Breweries & Wineries, Brewery",Cleveland,US,44115,OH,Ohio,41.4987,-81.68752
Basil Thai,460 S,Thai Restaurant Brewery District,Columbus,US,43215,OH,Ohio,,
Beach Comber The,5591 Pymatuning Lake Rd,"Breweries & Brew Pubs, Bar & Grill Restaurants",Andover,US,44003-9715,OH,Ohio,,
Bear's Den,68 E Perry St,"Cocktail Lounges, Bars & Clubs, Bars & Pubs, Breweries & Brew Pubs, Restaurants, drinking, Venues, Cocktail Lounge Restaurants, recreation, Taverns, food and drink, Tiffin, Bar, Bar & Grill Restaurants",Tiffin,US,44883,OH,Ohio,41.115801,-83.177398
"Beef& Beer, Beef Beer",57 Under Ridge Rd,"Take Out Restaurants, Caterers, Restaurants, Breweries & Brew Pubs, Steak Houses",Conneaut,US,"44030, 44030-8658",OH,Ohio,41.912174,-80.568634
Beer Factory,2799 Copley Rd,"Copley, OH, Beverages, Malt Beverages, Copley Brewers, Copley,  OH",Copley,US,44321-2109,OH,Ohio,,
Bellevue Beer Dock Pizza Room,156 Harrison St,"Breweries & Brew Pubs, Pizza, Restaurants",Port Clinton,US,43452-1020,OH,Ohio,,
Belton Foods Inc,2701 Thunderhawk Ct,"Food Stores, Grocery Stores, Breweries, Wholesale Grocers, Food Products-Wholesale, Food Processing & Manufacturing, Food Products, Supermarkets & Super Stores",Dayton,US,45414,OH,Ohio,39.832034,-84.18318
Bens Corner Pub LLC,436 Sheridan Ave,"Breweries & Brew Pubs, Bar & Grill Restaurants",Springfield,US,45505-2236,OH,Ohio,,
Beverage Dock,209 E Leffel Ln,"Shopping & Stores, Springfield, OH, Springfield, Breweries, Wine Stores, Liquor Stores,  OH, Wine, Springfield Bottle Shops and Wine Stores",Springfield,US,"45505-4745, 45505",OH,Ohio,39.89412,-83.80942
Beverages Holdings Llc,4747 Lake Forest Dr,"Juice Manufacturers, Beverage Manufacturers, Marketing Consultants, Breweries",Cincinnati,US,45242,OH,Ohio,39.252998,-84.37867
Big Room Bar,1036 S,Bar Brewery District,Columbus,US,43206,OH,Ohio,,
Bill's Open Door Cafe,2715 Burbank Ave,"Bars, Cocktail Lounges, food and drink, Cafes, Restaurant, Restaurants, Breweries & Brew Pubs, American, recreation, Bar & Grills, Taverns, Bar & Grill Restaurants",Middletown,US,45044,OH,Ohio,39.495644,-84.38126
Black Cloister Brewing Company,619 Monroe St,Brewers,Toledo,US,43604,OH,Ohio,41.64986,-83.540061
"Blackberry Corner Tavern, Blackberry Corner Tavern LLC",5975 N Elliston Trowbridge Rd,"Bars, Restaurants, Breweries & Brew Pubs, Bar & Grills, Pizza, Taverns, Bar & Grill Restaurants",Martin,US,"43445, 43445-9732",OH,Ohio,41.60373,-83.28042
Blank Slate Brewing,4233 Airport Rd,"autos, Brewers",Cincinnati,US,45226,OH,Ohio,39.105779,-84.430769
Blowout Boutique,1071 S High St,Salon / Barbershop Brewery District,Columbus,US,43206,OH,Ohio,,
Bob's Cafe,303 George St,"breweries & brew pubs, cafes, restaurants, bar & grill restaurants, coffee house & espresso bar restaurants, recreation, food and drink, drinking",Barberton,US,44203-4103,OH,Ohio,41.000574,-81.597323
Bocassio's Sports Pub,958 Canton Rd,"breweries & brew pubs, cocktail lounges, restaurants, bar & grill restaurants, cocktail lounge restaurants, Akron Restaurants, Ellet, Akron,  OH, Restaurants & Bars, Restaurants, Akron Grills (Eating Places)",Akron,US,44312-3317,OH,Ohio,,-81.43229
Bogside Pub,1079 E 305th St,"Cocktail Lounges, Burgers, Bars & Clubs, Restaurant, Restaurants, Breweries & Brew Pubs, American, Bar Food, Bistro, Cocktail Lounge Restaurants, Bar & Grill Restaurants",Wickliffe,US,"44092-1569, 44092",OH,Ohio,41.623524,-81.45939
Bosworth Tavern,3655 Bosworth Rd,"breweries & brew pubs, bar & grill restaurants, Bars & Clubs, Cleveland,  OH, Restaurants & Bars, Bars / Taverns, Cleveland Pubs, Bars & Pubs, Taverns, recreation, food and drink, drinking",Cleveland,US,44111-6053,OH,Ohio,41.452813,-81.764058
Boulevard Lounge,995 Kenmore Blvd,"bar & grill restaurants, Cocktail Lounges, cocktail lounges, food and drink, drinking, Venues, breweries & brew pubs, Bar, recreation, Akron, Taverns",Akron,US,"44314, 44314-2153",OH,Ohio,41.04327,-81.55946
Bp,S High Saint 1091,Gas Station Brewery District,Columbus,US,,OH,Ohio,,
Brew Mentor,7295 Mentor Ave,"Winemaking Equipment & Supplies, Brewer Equipment Supplies & Services, Breweries",Mentor,US,44060,OH,Ohio,41.651469,-81.380092
Brewtech Labs Inc,8704 Beechwood Dr,"Novelty, OH, Machinery & Equipment, Food Products Machinery, Novelty Brewers' and Maltsters' Machinery, wholesale, manufacturing, tools & machinery, food, product, mfg",Novelty,US,44072,OH,Ohio,41.499019,-81.33483
Brick An American Kitchen,520 S,"American Restaurant, Bars, Restaurants, Banquet Halls & Reception Facilities, Party & Event Planners, American Restaurant Brewery District, Wedding Reception Locations & Services",Columbus,US,43215,OH,Ohio,39.951413,-83.000352
Brick and Barrel,1844 Columbus Rd,Pub and Brewery,Cleveland,US,44113,OH,Ohio,,
Broad Street Tavern,11472 Broad St S W,"breweries & brew pubs, cocktail lounges, bar & grill restaurants, cocktail lounge restaurants, Pub Food, Restaurant, recreation, food and drink, drinking",Pataskala,US,43062-9257,OH,Ohio,39.9993,-82.6987
Bruno's Den,35 Foley Dr,"Breweries & Brew Pubs, Bar & Grill Restaurants, recreation, food and drink, drinking",Vandalia,US,45377-2820,OH,Ohio,39.893198,-84.184947
Buckeye Brewery,9985 Walford Ave,"OH"">Brewery",Cleveland,US,44102,OH,Ohio,41.45583739,-81.75303519
